Designator,Mid X,Mid Y,Rotation,Layer
J1,175.36,-106.14,0.0,bottom
J2,175.38,-108.05,180.0,top
R1,182.4,-107.16,90.0,bottom
R2,168.4,-107.22,90.0,bottom
