Designator,Mid X,Mid Y,Rotation,Layer
J1,175.25,-106.6,180.0,bottom
J2,175.38,-108.05,180.0,top
R1,182.4,-106.96,90.0,bottom
R2,168.4,-107.22,90.0,bottom
