Designator,Mid X,Mid Y,Rotation,Layer
C1,164.1,-111.57,270.0,top
J1,170.91,-129.398,0.0,top
J2,163.99,-119.29,0.0,top
J3,179.86,-120.29,90.0,top
J4,180.86,-132.14,270.0,top
R3,170.98,-110.93,0.0,top
R4,170.98,-113.3,0.0,top
R5,170.95,-115.79,180.0,top
