Designator,Footprint,Quantity,Value,LCSC Part #
"J1001, J1004",vik-keyboard-connector-horizontal,2,~,C2919557
J1002,vik-module-throughole,1,~,C2919557
J1003,vik-module-connector-horizontal,1,~,C2919557
