Designator,Mid X,Mid Y,Rotation,Layer
J1001,72.210194,-110.712271,90.0,bottom
J1002,83.409194,-101.792271,180.0,top
J1003,90.710194,-110.712271,270.0,bottom
J1004,81.579194,-119.882271,0.0,bottom
