Designator,Mid X,Mid Y,Rotation,Layer
C1,184.44,-103.12,270.0,bottom
J1,175.36,-106.14,0.0,bottom
J2,175.57,-105.16,180.0,top
R1,184.44,-107.17,270.0,bottom
